name,apartments.comUrl,real_url,pmCompanyLogo,chatbot
Interurban Building,https://www.apartments.com/interurban-building-dallas-tx/bc89wr9/,https://www.interurbanbuilding.com/?ilm=costar,Greystar Real Estate Partners,
Nuvo 4912,https://www.apartments.com/nuvo-4912-dallas-tx/hl431d1/,N/A,,
Halston,https://www.apartments.com/halston-dallas-tx/808mqk0/,https://www.halstonapartments.com/?utm_knock=a,Knightvest Management,Knockbot
Tenison at White Rock,https://www.apartments.com/tenison-at-white-rock-dallas-tx/blvnvlc/,https://tenisonatwhiterock.com/,Madera Companies,
Cortland North Dallas,https://www.apartments.com/cortland-north-dallas-dallas-tx/hceww83/,https://cortland.com/apartments/cortland-north-dallas/,Cortland,
Wimberly,https://www.apartments.com/wimberly-dallas-tx/69q1p9t/,https://www.wimberlyapthome.com/,Bsr Real Estate Investment Trust,
Carrollton Park Of North Dallas,https://www.apartments.com/carrollton-park-of-north-dallas-dallas-tx/ex85tjm/,https://www.rentanapt.com/carrolltonpark?utm_knock=a,Frankel Family Trust,Knockbot
The Vincent,https://www.apartments.com/the-vincent-dallas-tx/1vsk1j7/,N/A,S2 Capital Llc,
Hilton Head,https://www.apartments.com/hilton-head-dallas-tx/3mxt3cf/,http://www.hiltonheadtx.com/,Wrh Realty Services,text us
La Valencia,https://www.apartments.com/la-valencia-dallas-tx/5v6z2nn/,https://www.crestlavalencia.net/,,
Tiburon,https://www.apartments.com/tiburon-dallas-tx/xtf871p/,https://www.tiburonapartmentsdallas.com/?ilm=costar,Greystar Real Estate Partners,Realpage
Parkway Place Apartments,https://www.apartments.com/parkway-place-apartments-dallas-tx/vpc6sff/,https://www.liveatparkwayplace.com/?ilm=costar,Greystar Real Estate Partners,Realpage
Lavera at Lake Highlands,https://www.apartments.com/lavera-at-lake-highlands-dallas-tx/yhd902v/,https://www.laveraliving.com/?utm_source=Apartments.com&utm_medium=ILS,Pinnacle Property Management Services Llc,
Rosemont Timberglen,https://www.apartments.com/rosemont-timberglen-dallas-tx/9p1h617/,https://rosemonttimberglen.com/,Eos Real Estate Management Group,Realpage
AMLI on Maple,https://www.apartments.com/amli-on-maple-dallas-tx/swkbef4/,https://www.amli.com/apartments/dallas/downtown-dallas-apartments/amli-on-maple?switch_code=58724&utm_source=costar&utm_medium=ils&utm_campaign=maple,Morgan Stanley Services Group Inc,BetterBot
Abstract at Design District,https://www.apartments.com/abstract-at-design-district-dallas-tx/gxf12by/,https://www.altastrand.com/?rcstdid=OQ%3D%3D-o6qee6pfj48%3D,Waterton,N/A
Summerwood Cove,https://www.apartments.com/summerwood-cove-dallas-tx/dq4bejj/,http://www.summerwoodcove.com/,Realsource Management Llc,N/A
The Versailles Apartments,https://www.apartments.com/the-versailles-apartments-dallas-tx/03krsv0/,https://bhmanagement.com/communities/the-versailles-apartments/?utm_source=Apartments.com&utm_medium=ad&utm_campaign=referral,Bh Management Services Llc,
The Village Dallas,https://www.apartments.com/the-village-dallas-dallas-tx/ew2w74n/,https://www.thevillagedallas.com/,Lincoln Property Company,
DNU - Aventine at Kessler Park,https://www.apartments.com/dnu-aventine-at-kessler-park-dallas-tx/l27r7tg/,https://www.aventineatkesslerpark.com/,Pacifica Companies,
The Georgian,https://www.apartments.com/the-georgian-dallas-tx/6fwnjwv/,https://www.thegeorgianapts-dallas.com/?ilm=costar,Greystar Real Estate Partners,Realpage
Skyline at Kessler,https://www.apartments.com/skyline-at-kessler-dallas-tx/rne52n3/,https://www.viewatkesslerpark.com/?utm_knock=costar,Portico Property Management,N/A
Eleven600 Apartments,https://www.apartments.com/eleven600-apartments-dallas-tx/eep4kcp/,https://www.eleven600apartments.com/?utm_knock=a,Sentinel Peak Capital Partners,Knockbot
1001 Ross,https://www.apartments.com/1001-ross-dallas-tx/xsjdymp/,https://www.1001ross.com/,Beachwold Residential,Knockbot
Nuvo Park Place,https://www.apartments.com/nuvo-park-place-dallas-tx/hmqbn13/,http://www.nuvoparkplace.com/,,
Silver Creek Apartments,https://www.apartments.com/silver-creek-apartments-dallas-tx/y47f6ls/,https://silvercreekapartmenthomes.com/,Darcorp Management Group,Realpage
Princeton Court,https://www.apartments.com/princeton-court-dallas-tx/zqzdl7x/,https://www.princetoncourtapartmenthomes.com/,Fath Properties,text us
Regal Court Apartments,https://www.apartments.com/regal-court-apartments-dallas-tx/vhygrkg/,http://regalcourtapartments.com/,The Styles Group,Knockbot
The Mayflower Apartments,https://www.apartments.com/the-mayflower-apartments-dallas-tx/qbdy7yy/,https://www.themayflowerdallas.com/?utm_source=Apartmentscom&utm_medium=ILS&utm_campaign=AptscomDiamond,Hri Properties,
Verlaine on the Parkway,https://www.apartments.com/verlaine-on-the-parkway-dallas-tx/vvlg4fg/,https://www.verlainedallas.com/?utm_knock=costar,,N/A
The Residence At North Dallas,https://www.apartments.com/the-residence-at-north-dallas-dallas-tx/nqqwykn/,https://www.residenceatnorthdallas.com/?utm_knock=a,Caf Capital Partners,Knockbot
Alista,https://www.apartments.com/alista-dallas-tx/1x6frd7/,http://www.thealista.com/,Indio Management,
VERANDAH FLATS,https://www.apartments.com/verandah-flats-dallas-tx/yf3nrcs/,http://www.powerproperties.properties/,Power Properties,
Centerpoint Apartments,https://www.apartments.com/centerpoint-apartments-dallas-tx/cn4mryf/,https://centerpointdallas.com/?utm_knock=a,Zidell Property Management Company,Knockbot
Hidden Oaks Apartment Homes,https://www.apartments.com/hidden-oaks-apartment-homes-dallas-tx/xf3q7tp/,https://www.liveathiddenoaksapts.com/?utm_knock=a,Cirrus Asset Management Inc,Knockbot
The Sophia Apartments,https://www.apartments.com/the-sophia-apartments-dallas-tx/3r5dgeg/,https://liveatthesophia.com/?utm_knock=a,S2 Capital Llc,Knockbot
Riverstation,https://www.apartments.com/riverstation-dallas-tx/bf2607c/,https://www.riverstationapartments.com/,Dominium Management,
Palencia Apartment Homes,https://www.apartments.com/palencia-apartment-homes-dallas-tx/2cl1k59/,http://www.palenciaoncoit.com/,,
The View at Lake Highlands,https://www.apartments.com/the-view-at-lake-highlands-dallas-tx/jy81l84/,https://www.theviewatlakehighlands.com/,Indio Management,
The Biltmore,https://www.apartments.com/the-biltmore-dallas-tx/5rck1qm/,http://www.biltmoreapartmenthomes.com/,Fath Properties,text us
Woodside Flats,https://www.apartments.com/woodside-flats-dallas-tx/4z0h05l/,https://woodside.myaptsite.com/,,
Foxglove,https://www.apartments.com/foxglove-dallas-tx/0w8r372/,https://www.foxglovedallas.com/?utm_knock=costar,Investors Property Services,Knockbot
The Life at Stone Crest,https://www.apartments.com/the-life-at-stone-crest-dallas-tx/2tjr248/,https://www.thelifeatstonecrest.com/,Olive Tree,Knockbot
Three Fountains Apartments,https://www.apartments.com/three-fountains-apartments-dallas-tx/5jrdz9q/,N/A,,
The Edge,https://www.apartments.com/the-edge-dallas-tx/6db9t9t/,https://www.theedgedallas.com/,The Tipton Group,
Maverick Oak Lawn,https://www.apartments.com/maverick-oak-lawn-dallas-tx/00m22m1/,http://oaklawnheightsdallas.com/,Allied Property Management,
OTTO,https://www.apartments.com/otto-dallas-tx/1ej7ny4/,https://www.ottodallas.com/?utm_knock=costar,Investors Property Services,Knockbot
Meadow Parc,https://www.apartments.com/meadow-parc-dallas-tx/kj9r80b/,http://www.meadowparc.com/,Chaucer Management Services Inc,
Ridge Parc,https://www.apartments.com/ridge-parc-dallas-tx/crhj03d/,http://www.ridgeparc.com/Dallas-TX-apartments.asp,Chaucer Management Services Inc,
The Blake,https://www.apartments.com/the-blake-dallas-tx/yvczzgr/,https://www.theblakedallas.com/,Indio Management,
FIREFLY,https://www.apartments.com/firefly-dallas-tx/be0mdjb/,https://www.fireflydallas.com/?utm_knock=costar,Investors Property Services,Knockbot
Signature at Southern Oaks,https://www.apartments.com/signature-at-southern-oaks-dallas-tx/7dg9wvw/,https://www.signatureatsouthernoaks.com/,Dominium Management,
AVA,https://www.apartments.com/ava-dallas-tx/r5b01t1/,https://www.avadallas.com/?utm_knock=costar,Investors Property Services,Knockbot
The Everly,https://www.apartments.com/the-everly-dallas-tx/d0ee6th/,https://www.eeedallas.com/everly?utm_knock=a,Indio Management,Knockbot
The Luxe at Rowlett 55+,https://www.apartments.com/the-luxe-at-rowlett-55-rowlett-tx/z4pybpy/,https://sparrowliving.com/the-luxe/rowlett/?utm_source=apartments.com&utm_medium=referral&utm_content=ils&hyly_method=w&hyly_channel=pr,Sparrow Capital Partners Llc,
Lakeside Urban Center,https://www.apartments.com/lakeside-urban-center-irving-tx/kjt6jb9/,https://www.lakesideurbancenter.com/?ilm=costar,Greystar Real Estate Partners,Realpage
IMT Lakeshore Lofts,https://www.apartments.com/imt-lakeshore-lofts-irving-tx/wpg4b6l/,https://imtresidential.com/properties/imt-lakeshore-lofts?utm_source=costar&utm_medium=ilslink,Imt Residential,text us
The Canal,https://www.apartments.com/the-canal-farmers-branch-tx/fmm6k2s/,https://www.udr.com/dallas-apartments/farmers-branch/the-canal/,Udr Inc,LeaseHawk
The Mansions at Mercer Crossing,https://www.apartments.com/the-mansions-at-mercer-crossing-farmers-branch-tx/3k02rpd/,http://mansionsmercercrossing.com/?switch_cls[id]=96034,W3 Luxury Living,N/A
AMLI Addison,https://www.apartments.com/amli-addison-addison-tx/6l5zsvr/,https://www.amli.com/apartments/dallas/addison-apartments/amli-addison?switch_code=58724&utm_source=costar&utm_medium=ils&utm_campaign=addison,Morgan Stanley Services Group Inc,BetterBot
Cortland La Villita,https://www.apartments.com/cortland-la-villita-irving-tx/cmvjm0f/,https://cortland.com/apartments/cortland-la-villita/,Cortland,
Cortland Las Colinas,https://www.apartments.com/cortland-las-colinas-irving-tx/pc871cs/,https://cortland.com/apartments/cortland-las-colinas/,Cortland,
Luxe at Mercer Crossing,https://www.apartments.com/luxe-at-mercer-crossing-farmers-branch-tx/6b16nqr/,http://luxemercercrossing.com/?switch_cls[id]=96034,W3 Luxury Living,N/A
JEFFERSON LUMEN,https://www.apartments.com/jefferson-lumen-irving-tx/s1tp1n6/,N/A,Zrs Management,
The Towers at Mercer Crossing,https://www.apartments.com/the-towers-at-mercer-crossing-farmers-branch-tx/w7pw04l/,http://towersmercercrossing.com/?switch_cls[id]=96034,W3 Luxury Living,N/A
The Blvd,https://www.apartments.com/the-blvd-irving-tx/hqzssj0/,https://www.alapts.com/apartments/tx/irving/the-blvd/,American Landmark,
Fiori on Vitruvian Park®,https://www.apartments.com/fiori-on-vitruvian-park-addison-tx/9b3gx47/,https://www.udr.com/dallas-apartments/addison/fiori-on-vitruvian-park/,Udr Inc,LeaseHawk
The Towers at Bayside Apartments,https://www.apartments.com/the-towers-at-bayside-apartments-rowlett-tx/fn4kg4s/,http://towersbayside.com/?switch_cls[id]=96034,W3 Luxury Living,
MAA Market Center,https://www.apartments.com/maa-market-center-plano-tx/xz4xkjn/,https://www.maac.com/texas/dallas/maa-market-center/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,
MAA Las Colinas,https://www.apartments.com/maa-las-colinas-irving-tx/48qqxch/,https://www.maac.com/texas/dallas/maa-las-colinas/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Eastshore on Lake Carolyn,https://www.apartments.com/eastshore-on-lake-carolyn-irving-tx/0sb0q61/,http://www.eastshorelakecarolyn.com/?utm_source=Costar&utm_medium=ILS,Bell Partners Inc,My Showing
The Orchards Market Plaza-Senior Community,https://www.apartments.com/the-orchards-market-plaza-senior-community-plano-tx/s6hbee5/,https://orchardsmarketplaza.com/,The United Group Of Companies Inc,N/A
La Villita Lakeside and Landings,https://www.apartments.com/la-villita-lakeside-and-landings-irving-tx/7cc8s3x/,http://www.lavillitaapts.com/,Lincoln Property Company,
St. Marin,https://www.apartments.com/st-marin-coppell-tx/3mldpde/,https://www.livestmarinapts.com/,Greystar Real Estate Partners,
The Mansions at Bayside,https://www.apartments.com/the-mansions-at-bayside-rowlett-tx/9ykc325/,http://mansionsbayside.com/?switch_cls[id]=96034,W3 Luxury Living,
Addison Keller Springs,https://www.apartments.com/addison-keller-springs-addison-tx/4rzm0vj/,https://www.addisonkellersprings.com/?utm_source=Apartments.com&utm_medium=ad&utm_campaign=referral,Bh Management Services Llc,text us
Carolyn,https://www.apartments.com/carolyn-irving-tx/3e6mxvg/,https://www.livethecarolyn.com/,,
Cortland MacArthur,https://www.apartments.com/cortland-macarthur-irving-tx/k9n8jj9/,https://cortland.com/apartments/cortland-macarthur/,Cortland,
Via Las Colinas,https://www.apartments.com/via-las-colinas-irving-tx/m4vqwbj/,http://www.vialascolinas.com/,Lincoln Property Company,
Alvista Galleria,https://www.apartments.com/alvista-galleria-farmers-branch-tx/se6gll7/,https://www.alvistagalleria.com/?utm_knock=a,Lincoln Property Company,N/A
Savoye,https://www.apartments.com/savoye-addison-tx/0h19yn2/,https://www.udr.com/dallas-apartments/addison/savoye/,Udr Inc,LeaseHawk
AMLI on Riverside,https://www.apartments.com/amli-on-riverside-irving-tx/9kg0qp6/,https://www.amli.com/apartments/dallas/las-colinas-apartments/amli-on-riverside?switch_code=58724&utm_source=costar&utm_medium=ils&utm_campaign=riverside,Morgan Stanley Services Group Inc,BetterBot
EVOKE,https://www.apartments.com/evoke-plano-tx/gvjpdmy/,http://www.evokeapartmentsplano.com/?utm_knock=costar,Caf Capital Partners,Knockbot
Aspen at Mercer Crossing,https://www.apartments.com/aspen-at-mercer-crossing-farmers-branch-tx/mmet0zj/,http://www.altamercercrossing.com/?utm_source=Apartments.com&utm_medium=ILS,Pinnacle Property Management Services Llc,
AMLI Las Colinas,https://www.apartments.com/amli-las-colinas-irving-tx/4zdbz1j/,https://www.amli.com/apartments/dallas/las-colinas-apartments/amli-las-colinas?switch_code=58724&utm_source=costar&utm_medium=ils&utm_campaign=lascolinas,Morgan Stanley Services Group Inc,BetterBot
Fountain Pointe Las Colinas,https://www.apartments.com/fountain-pointe-las-colinas-irving-tx/kzm4m29/,http://www.fountainpointelascolinas.com/?utm_source=Costar-Apartments&utm_medium=ILS&utm_campaign=diamond,Pinnacle Property Management Services Llc,
Lakeview Apartments,https://www.apartments.com/lakeview-apartments-rockwall-tx/8j6p8n0/,https://lakeviewrockwall.com/,Lincoln Property Company,
AMLI Campion Trail,https://www.apartments.com/amli-campion-trail-irving-tx/9pfk0z7/,https://www.amli.com/apartments/dallas/las-colinas-apartments/amli-campion-trail?switch_code=58724&utm_source=costar&utm_medium=ils&utm_campaign=campiontrail,Morgan Stanley Services Group Inc,BetterBot
Crest at Las Colinas Station,https://www.apartments.com/crest-at-las-colinas-station-irving-tx/cw55f8f/,http://www.crestlascolinas.com/,Draper And Kramer Inc,text us
Colonnade at Willow Bend,https://www.apartments.com/colonnade-at-willow-bend-plano-tx/tjzgk4c/,http://www.colonnadeatwillowbend.com/,Lincoln Property Company,
Axis 3700 Apartments,https://www.apartments.com/axis-3700-apartments-plano-tx/vy7mmcd/,http://www.axis3700.com/,Benjamin E Sherman Sons Inc,
Vitruvian West,https://www.apartments.com/vitruvian-west-addison-tx/7jv2r7z/,https://www.udr.com/dallas-apartments/addison/vitruvian-west/,Udr Inc,LeaseHawk
Oaks at Valley Ranch,https://www.apartments.com/oaks-at-valley-ranch-irving-tx/zwylpmx/,https://oaksatvalleyranch.com/,Ashcroft Capital Llc,
Boardwalk at Mercer Crossing,https://www.apartments.com/boardwalk-at-mercer-crossing-farmers-branch-tx/nbhsd6q/,http://www.boardwalkmercercrossing.com/?utm_source=Costar&utm_medium=ILS,Bell Partners Inc,My Showing
MAA Addison Circle,https://www.apartments.com/maa-addison-circle-addison-tx/39b587f/,https://www.maac.com/texas/dallas/maa-addison-circle/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Prairie Gate Community,https://www.apartments.com/prairie-gate-community-grand-prairie-tx/9gbs3q7/,https://www.prairiegateapartments.com/,,
Lakeview At Parkside,https://www.apartments.com/lakeview-at-parkside-farmers-branch-tx/8yj9910/,https://www.rentanapt.com/lakeviewatparkside?utm_knock=a,Frankel Family Trust,Knockbot
Sonterra at Buckingham,https://www.apartments.com/sonterra-at-buckingham-richardson-tx/ej08xnm/,http://www.crestsonterra.com/,Crest Asset Management,
Tides at Valley Ranch,https://www.apartments.com/tides-at-valley-ranch-irving-tx/27wvng8/,https://www.tidesatvalleyranch.com/,The Robinson Group,
Hyde Park at Valley Ranch,https://www.apartments.com/hyde-park-at-valley-ranch-irving-tx/mcvqd8l/,https://hydeparkvalleyranch.com/?utm_knock=a,S2 Capital Llc,Knockbot
800 Link,https://www.apartments.com/800-link-duncanville-tx/f6217ct/,http://800linkapts.com/,Turner Impact Capital Llc,N/A
Alesio Urban Center,https://www.apartments.com/alesio-urban-center-irving-tx/ss6b8p7/,https://www.hgliving.com/apartments/tx/irving/alesio-urban-center/?utm_knock=a,Harbor Group International Llc,
Tides at Lake Village,https://www.apartments.com/tides-at-lake-village-garland-tx/t57c5sb/,http://www.tidesatlakevillage.com/,The Robinson Group,
Moda,https://www.apartments.com/moda-dallas-tx/rrrpdc1/,http://www.modadallas.com/,Lincoln Property Company,Knockbot
The Dylan,https://www.apartments.com/the-dylan-dallas-tx/cgh42ld/,https://www.liveatthedylan.com/?utm_knock=a,Valiant Residential,Knockbot
Stella,https://www.apartments.com/stella-dallas-tx/d7er13h/,https://www.simpsonpropertygroup.com/apartments/dallas-texas/stella-uptown-dallas-apartments?vrurl=www.apartments.com,Simpson Housing,
Knox Heights,https://www.apartments.com/knox-heights-dallas-tx/rht0hs3/,http://www.knoxheights.com/?utm_source=Apartments.com&utm_medium=referral&utm_campaign=Gold,Greystar Real Estate Partners,
400 North Ervay,https://www.apartments.com/400-north-ervay-dallas-tx/z005k0x/,http://400northervay.com/,Allied Property Management,
5 Mockingbird Apartments,https://www.apartments.com/5-mockingbird-apartments-dallas-tx/hx6mhk1/,https://www.5mockingbird.com/?utm_knock=a,Valiant Residential,Knockbot
Miro,https://www.apartments.com/miro-dallas-tx/crx2bhg/,https://www.livemiro.com/,Greystar Real Estate Partners,Realpage
7900 at Park Central,https://www.apartments.com/7900-at-park-central-dallas-tx/bfhp13b/,http://www.liveat7900.com/,Inland Real Estate Group Of Companies Inc,Respage
Maple at Med Center,https://www.apartments.com/maple-at-med-center-dallas-tx/ynv8bgr/,http://www.altamaplestation.com/,B M Management,
The Destination,https://www.apartments.com/the-destination-dallas-tx/yvcqj4t/,N/A,Perry Guest Company,
Lexington,https://www.apartments.com/lexington-dallas-tx/phvbbcs/,https://thelexingtonapts.com/,Ashcroft Capital Llc,
Trails of White Rock,https://www.apartments.com/trails-of-white-rock-dallas-tx/mn0vvbj/,http://www.thetrailsofwhiterock.com/,Sunridge Management Group Inc,
The Azul,https://www.apartments.com/the-azul-dallas-tx/sp4stq6/,http://www.theazulindallas.com/,City Gate Property Group,
Adair Off Addison,https://www.apartments.com/adair-off-addison-dallas-tx/44mprvk/,https://www.liveatadairoffaddison.com/?rccustomid=9,Greystar Real Estate Partners,text us
PARKS AT WALNUT,https://www.apartments.com/parks-at-walnut-dallas-tx/75myksz/,https://www.parksatwalnut.com/?utm_knock=a,Fpi Management,Knockbot
North Creek Dallas,https://www.apartments.com/north-creek-dallas-dallas-tx/3b5d61g/,https://www.northcreekapthomes.com/,,N/A
Tides on McCallum South,https://www.apartments.com/tides-on-mccallum-south-dallas-tx/qbhp11y/,N/A,,
Paragon Apartments,https://www.apartments.com/paragon-apartments-dallas-tx/39vdfld/,https://www.cimanagement.com/4718-4722-reiger,Ci Management,
Birchwood,https://www.apartments.com/birchwood-dallas-tx/5dq0t5m/,https://www.birchwooddallas.com/,Sandalwood Management Inc,
Palladium RedBird,https://www.apartments.com/palladium-redbird-dallas-tx/nbgr5zn/,https://palladiumredbird.com/,Omnium,
Casa Luna,https://www.apartments.com/casa-luna-dallas-tx/hn0sgc3/,https://casalunatx.com/,Dasmen Residential Llc,
Bleecker at The Sound,https://www.apartments.com/bleecker-at-the-sound-coppell-tx/4lwx78j/,https://www.bleeckerapts.com/?rcstdid=OQ%3d%3d-o6qee6pfj48%3d,Billingsley Company,Respage
The Retreat at Grand Prairie 62+,https://www.apartments.com/the-retreat-at-grand-prairie-62-grand-prairie-tx/kfjjvr8/,http://www.theretreatgp.com/,,
Harpers at The Sound,https://www.apartments.com/harpers-at-the-sound-coppell-tx/hcvqk72/,https://www.harpersapts.com/?rcstdid=OQ%3d%3d-o6qee6pfj48%3d,Billingsley Company,Respage
Prairie Crossing,https://www.apartments.com/prairie-crossing-farmers-branch-tx/gn8bf0y/,https://www.liveatprairiecrossing.com/,Greystar Real Estate Partners,text us
The Anthem,https://www.apartments.com/the-anthem-irving-tx/79grfbz/,https://anthemvalleyranch.com/,Ashcroft Capital Llc,
Mount Vernon,https://www.apartments.com/mount-vernon-desoto-tx/r4729z0/,http://www.mountvernondesoto.com/,Wrh Realty Services,text us
Terra Lago - Lakefront Apartments,https://www.apartments.com/terra-lago-lakefront-apartments-rowlett-tx/dpqzmpk/,https://terralagoapts.com/,Sunridge Management Group Inc,
The Beverly Apartments,https://www.apartments.com/the-beverly-apartments-richardson-tx/16q7xw7/,https://thebeverlyateam.com/switch_cls[id]/67828/,Rreaf Holdings,N/A
Uptown Trail,https://www.apartments.com/uptown-trail-dallas-tx/6nssw6s/,https://www.gables.com/communities/texas/dallas/gables-uptown-trail/?utm_knock=a,Clarion Partners,
One Uptown,https://www.apartments.com/one-uptown-dallas-tx/vjmnzvd/,http://www.oneuptown.com/,Lincoln Property Company,
MAA Meridian,https://www.apartments.com/maa-meridian-dallas-tx/34fmwte/,https://www.maac.com/texas/dallas/maa-meridian/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,
Gables Mirabella,https://www.apartments.com/gables-mirabella-dallas-tx/0q3w1n3/,https://www.gables.com/communities/texas/dallas/gables-mirabella/?utm_knock=a,Clarion Partners,PERQ
Lakewood on the Trail,https://www.apartments.com/lakewood-on-the-trail-dallas-tx/qeq61kw/,https://www.lakewoodonthetrail.com/switch_cls[id]=65540/?utm_source=Apartments.com&utm_content=Listing,Mill Creek Residential Trust Llc,N/A
Gables Villa Rosa,https://www.apartments.com/gables-villa-rosa-dallas-tx/n93qf1m/,https://www.gables.com/communities/texas/dallas/gables-villa-rosa/?utm_knock=a,Clarion Partners,PERQ
MAA Gallery,https://www.apartments.com/maa-gallery-dallas-tx/7jfxydy/,https://www.maac.com/texas/dallas/maa-gallery/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,
The Southwestern,https://www.apartments.com/the-southwestern-dallas-tx/l18tsvg/,http://www.thesouthwestern.com/,Morgan,LeaseHawk
2660 at Cityplace,https://www.apartments.com/2660-at-cityplace-dallas-tx/nx6r15n/,http://www.2660cityplace.com/,Lincoln Property Company,Knockbot
Ash at the Branch,https://www.apartments.com/ash-at-the-branch-dallas-tx/1tyjb64/,http://www.liveattheash.com/,S2 Capital Llc,
Alexan Lower Greenville,https://www.apartments.com/alexan-lower-greenville-dallas-tx/yf4wfgv/,https://alexanlowergreenville.com/,Lincoln Property Company,PERQ
Gables Turtle Creek Cityplace,https://www.apartments.com/gables-turtle-creek-cityplace-dallas-tx/z9jb1zx/,https://www.gables.com/communities/texas/dallas/gables-turtle-creek-cityplace/?utm_knock=a,Clarion Partners,
Riviera at West Village,https://www.apartments.com/riviera-at-west-village-dallas-tx/8ez4we0/,https://www.rivierawestvillage.com/?switch_cls[id]/94845/,Greystar Real Estate Partners,N/A
1900 McKinney Avenue,https://www.apartments.com/1900-mckinney-avenue-dallas-tx/d2tthyj/,https://www.1900mckinney.com/?ilm=costar,Greystar Real Estate Partners,Realpage
Everleigh Forestwood 55+ Active Adult Apar...,https://www.apartments.com/everleigh-forestwood-55-active-adult-apar-dallas-tx/dv0ehck/,https://liveeverleigh.com/communities/dallas-forestwood/?switch_cls[id]=95309,Greystar Real Estate Partners,
The Henderson,https://www.apartments.com/the-henderson-dallas-tx/8febzd0/,https://www.gables.com/communities/texas/dallas/the-henderson/?utm_knock=a,Clarion Partners,
Grand Reserve,https://www.apartments.com/grand-reserve-dallas-tx/d7l1fek/,http://www.livegrandreserve.com/,B M Management,
Windsor Fitzhugh,https://www.apartments.com/windsor-fitzhugh-dallas-tx/gw1lthx/,http://www.windsorfitzhugh.com/,Gid Investment Advisors Llc,text us
Preston Bend,https://www.apartments.com/preston-bend-dallas-tx/9vxlek4/,http://www.prestonbend.anterra.com/,Anterra Management Corporation,text us
The Crosby,https://www.apartments.com/the-crosby-dallas-tx/dlpqkth/,https://www.thecrosbydallastexas.com/?utm_source=apartments.com&utm_medium=referral&utm_campaign=platinum&UTM_Knock=apr,Zrs Management,Rentgrata
4110 Fairmount,https://www.apartments.com/4110-fairmount-dallas-tx/0p1tp53/,https://www.4110fairmount.com/ils/1/switch_cls[id]/64181,Greystar Real Estate Partners,N/A
Grand Seasons Apartment Homes,https://www.apartments.com/grand-seasons-apartment-homes-dallas-tx/07d2hy3/,https://www.morgan-properties.com/apartments/tx/dallas/grand-seasons/?utm_source=Apartments.com&utm_medium=ILS Site&utm_campaign=Grand Seasons Apartments.com,Morgan Properties,
The Village Lakes,https://www.apartments.com/the-village-lakes-dallas-tx/yqyf35s/,http://www.thevillagedallas.com/,Lincoln Property Company,
LTD West Commerce,https://www.apartments.com/ltd-west-commerce-dallas-tx/wj6qrlh/,http://www.ltdwestcommerce.com/?utm_knock=costar,Rpm,Knockbot
2828,https://www.apartments.com/2828-dallas-tx/nqlyg6p/,https://www.live2828.com/?rccustomid=OQ==-o6qee6pfj48=,,
Strata,https://www.apartments.com/strata-dallas-tx/pfl9pzv/,http://www.simpsonpropertygroup.com/apartments/dallas-texas/strata-dallas?vrurl=apartments.com,Simpson Housing,text us
MAA Medical District,https://www.apartments.com/maa-medical-district-dallas-tx/twcwp89/,https://www.maac.com/texas/dallas/maa-medical-district/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Park 5940 MD,https://www.apartments.com/park-5940-md-dallas-tx/hxwqfe0/,https://www.gables.com/communities/texas/dallas/park-5940-md/?utm_knock=a,Clarion Partners,
Ascent Victory Park,https://www.apartments.com/ascent-victory-park-dallas-tx/zw33j8y/,https://www.ascentvictorypark.com/?switch_cls[id]=64181,Greystar Real Estate Partners,N/A
The Nash,https://www.apartments.com/the-nash-dallas-tx/gs84rjw/,https://www.thenashdallas.com/the-nash-dallas-tx/,Lincoln Property Company,
The Katy,https://www.apartments.com/the-katy-dallas-tx/efk828m/,http://www.thekaty.com/,Lincoln Property Company,
Arrive West End,https://www.apartments.com/arrive-west-end-dallas-tx/tmr98vb/,https://www.arrivewestend.com/switch_cls[id]/63820/,Fpa Multifamily Llc,N/A
The Academic,https://www.apartments.com/the-academic-dallas-tx/rz2v5w3/,https://theacademicdallas.com/,Greystar Real Estate Partners,
The Courts at Preston Oaks,https://www.apartments.com/the-courts-at-preston-oaks-dallas-tx/n6p5qdp/,http://www.mycourtsapartments.com/,Nals Apartment Homes,
Urban House Apartments,https://www.apartments.com/urban-house-apartments-dallas-tx/ke2qh0b/,http://www.urbanhouseapartments.com/?utm_knock=a,Grand Peaks Properties Inc,Knockbot
Larq Henderson,https://www.apartments.com/larq-henderson-dallas-tx/mwb0vzh/,https://www.simpsonpropertygroup.com/apartments/dallas-texas/larq-henderson-knox-henderson?vrurl=www.apartments.com,Simpson Housing,
Marquis at Texas Street,https://www.apartments.com/marquis-at-texas-street-dallas-tx/lp2clfe/,https://www.cwsapartments.com/marquis-at-texas-street-dallas-tx?utm_source=CoStar&utm_medium=Referral,Cws Capital Partners Llc,
